  id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama_rumah_makan,alamat,tahun,kecamatan,kecamatan_clean,type
9106,32,JAWA BARAT,3273,KOTA BANDUNG,HOLLAND BAKERY UJUNGBERUNG,JL. A.H. NASUTION NO.63,2024,Kecamatan Ujung Berung,Ujung Berung,restaurant
9121,32,JAWA BARAT,3273,KOTA BANDUNG,TRADITIONAL DELICIOUS AND HEALTHY FOOD,SUKAGALIH ROAD 200A,2024,Kecamatan Ujung Berung,Ujung Berung,restaurant
9105,32,JAWA BARAT,3273,KOTA BANDUNG,SAMBALADO TASTE(DELIVERY MAKANAN HOT(,3PR2+3XX,2024,Ujung Berung,Ujung Berung,restaurant
9104,32,JAWA BARAT,3273,KOTA BANDUNG,EMADO'S SHAWARMA UJUNGBERUNG,JL. A.H. NASUTION NO.111,2024,Kecamatan Ujung Berung,Ujung Berung,restaurant
9103,32,JAWA BARAT,3273,KOTA BANDUNG,SWEET HEART II,LLRE MARTADINATA ST NO.140,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9102,32,JAWA BARAT,3273,KOTA BANDUNG,BAWEAN SWEETHEART BAKERY & RESTO,JL. BAWEAN NO.4,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9101,32,JAWA BARAT,3273,KOTA BANDUNG,PATALI COFFEE,JL. GANDAPURA NO.61,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9100,32,JAWA BARAT,3273,KOTA BANDUNG,CAPTAIN'S SEAFOOD (KEPITING RASA JENDRAL HARGA CAPTAINS),JL. SOKA NO.15A,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9099,32,JAWA BARAT,3273,KOTA BANDUNG,RESTORAN PARADISE,JL. GANDAPURA NO.71A,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9098,32,JAWA BARAT,3273,KOTA BANDUNG,DAPUR MAMAH RINI,"JL. GUDANG UTARA NO.5/39, RT.001/RW.005",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9097,32,JAWA BARAT,3273,KOTA BANDUNG,DIMSUM GARAGE_,"3JQ8+4FR, JL. BALI",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
6042,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI ASPOM,"3HX7+GPJ, BANDUNG, CAMPAKA, KEC. ANDIR, KOTA BANDUNG, JAWA
  BARAT 40184",2024,Kecamatan Andir,Andir,restaurant
6043,32,JAWA BARAT,3273,KOTA BANDUNG,NATURAL TASTE,JL. SAPTA MARGA NO.72,2024,Kecamatan Andir,Andir,restaurant
6044,32,JAWA BARAT,3273,KOTA BANDUNG,SOPYANWAHYU,"4H38+J9F, JL. BABAKAN CIANJUR",2024,Kecamatan Andir,Andir,restaurant
6045,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG & CAFE IBU NN,4H28+J98,2024,Andir,Andir,restaurant
6046,32,JAWA BARAT,3273,KOTA BANDUNG,EAT ME PLEASE,JL. RAYA CIBEUREUM GG. RH. JEJENG NO.140,2024,Kecamatan Andir,Andir,restaurant
6047,32,JAWA BARAT,3273,KOTA BANDUNG,RESTO BAHEULA,"CAMPAKA, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40175",2024,Andir,Andir,restaurant
6048,32,JAWA BARAT,3273,KOTA BANDUNG,PUSAT PANCAKE SEDERHANA DI BANDUNG,"3HV9+PVV, JL. BABAKAN CIBEUREUM",2024,Kecamatan Andir,Andir,restaurant
6049,32,JAWA BARAT,3273,KOTA BANDUNG,TOKO PANCAKE COKLAT BANDUNG,JL. BABAKAN CIBEUREUM,2024,Kecamatan Andir,Andir,restaurant
6050,32,JAWA BARAT,3273,KOTA BANDUNG,SOEDIRMAN COFFEE & EATERY BY HEJO,JL. JEND. SUDIRMAN NO.346,2024,Kecamatan Andir,Andir,restaurant
6051,32,JAWA BARAT,3273,KOTA BANDUNG,ROYAL PHO PASKAL 23,"PASKAL HYPER SQUARE, RUKO, JL. PASIR KALIKI NO.18 & 20
  RUKO BLOK N",2024,Kecamatan Andir,Andir,restaurant
6052,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG COFFEE BEER,JL. CIROYOM BAR. NO.34,2024,Kecamatan Andir,Andir,restaurant
6053,32,JAWA BARAT,3273,KOTA BANDUNG,TERAS HAFID CREW,JL. RAJAWALI TIMUR JL. TARUNA NO.04,2024,Kecamatan Andir,Andir,restaurant
6054,32,JAWA BARAT,3273,KOTA BANDUNG,GRILLNESIA,"PASKAL HYPER SQUARE, RUKO A, JL. PASIR KALIKI NO.21",2024,Kecamatan Andir,Andir,restaurant
6055,32,JAWA BARAT,3273,KOTA BANDUNG,GRILL GARDEN,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.23",2024,Kecamatan Cicendo,Cicendo,restaurant
9064,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BAKAR NANBU SOKO BY REYSALSA KITCHEN,JL. GUDANG SELATAN NO.87A,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9065,32,JAWA BARAT,3273,KOTA BANDUNG,SATE - GULE - SOTO GUJES,JL. GUDANG SELATAN NO.87,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9066,32,JAWA BARAT,3273,KOTA BANDUNG,"WAROENG SPESIAL SAMBAL ""SS"" BAWEAN",JL. BAWEAN NO.1,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9067,32,JAWA BARAT,3273,KOTA BANDUNG,LANEO CAFE & EATERY BANDUNG,JL. JAWA NO.46/48,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9068,32,JAWA BARAT,3273,KOTA BANDUNG,BASO SLOWI JL. GUDANG SELATAN,JL. GUDANG SELATAN NO.31,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9069,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG KRISTIN CHINESE FOOD HALAL,JL. GUDANG SELATAN NO.98,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9070,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG BAROKAH,JL. SUMBAWA NO.8,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9071,32,JAWA BARAT,3273,KOTA BANDUNG,BASO TAHU & SIOMAY BAROKAH PAK ROJI,"3JP8+7XQ, JL. BALI",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9072,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI HIQMAH,JL. BALI NO.2,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9074,32,JAWA BARAT,3273,KOTA BANDUNG,SOTO MIE BOGOR SADULUR LANANG,JL. GUDANG SELATAN NO.22,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9075,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG MBAK YATI,JL. BANGKA,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9076,32,JAWA BARAT,3273,KOTA BANDUNG,"SOTO KUDUS,GARANG ASEM,MANGUT BAROKAH",JL. GUDANG UTARA NO.1,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9077,32,JAWA BARAT,3273,KOTA BANDUNG,SATE PADANG TUAH SAKATO (TAMAN MUSIK),JL. BELITUNG NO.10,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9078,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN SOTO BALI,JL. BALI NO.2,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9079,32,JAWA BARAT,3273,KOTA BANDUNG,SATE MAS DADEUNG,JL. RAKATA NO.79,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9048,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN ANIQ,JL. JAWA NO.38,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9049,32,JAWA BARAT,3273,KOTA BANDUNG,BRUULE BANDUNG,JL. PATRAKOMALA NO.31,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9050,32,JAWA BARAT,3273,KOTA BANDUNG,TON KEDAI,"KOMPLEK RUKO SEGITIGA MAS JL. A. YANI.221-223 BLOK E-12 &
  E-13",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9051,32,JAWA BARAT,3273,KOTA BANDUNG,KOREAN COMFORT FOOD,"3JMG+VC6, JL. GANDAPURA",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9052,32,JAWA BARAT,3273,KOTA BANDUNG,NARENDANG,JL. KALIMANTAN NO.5,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9053,32,JAWA BARAT,3273,KOTA BANDUNG,PUSAT KULINER,"3JMH+X5P, JL. KEMUNING",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9054,32,JAWA BARAT,3273,KOTA BANDUNG,AREBEST CAFE&RESTO,JL. LOMBOK NO.10,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9055,32,JAWA BARAT,3273,KOTA BANDUNG,TERAZ COZY,"3JQ8+3JC, JL. SUMBAWA",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9056,32,JAWA BARAT,3273,KOTA BANDUNG,"BRUNCH CAFE, WAFFLES & COFFEE",JL. ANGGREK NO.34,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9057,32,JAWA BARAT,3273,KOTA BANDUNG,NINETEN BURGER & BAR,JL. BANDA NO.3S,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9058,32,JAWA BARAT,3273,KOTA BANDUNG,FARM TO TABLE,JL. CULAN NO.9,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9059,32,JAWA BARAT,3273,KOTA BANDUNG,BIJAN RESTORAN NUSANTARA,JL. JAWA NO.54,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9060,32,JAWA BARAT,3273,KOTA BANDUNG,PAGI SORE BANDUNG,JL. SUMATERA NO.31,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9061,32,JAWA BARAT,3273,KOTA BANDUNG,NASI TIMBEL BAWEAN,JL. BAWEAN NO.3,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9062,32,JAWA BARAT,3273,KOTA BANDUNG,BAWEAN RESTO,JL. GANDAPURA NO.43,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9063,32,JAWA BARAT,3273,KOTA BANDUNG,KAMPUNG MUARA SUNDA BANDUNG,JL. SUMBAWA NO.10 - 12,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9032,32,JAWA BARAT,3273,KOTA BANDUNG,POINT COFFEE,JL. JAWA NO.38MERDEKAKEC,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9033,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI MOYAN,JL. ANGGREK NO.30,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9034,32,JAWA BARAT,3273,KOTA BANDUNG,HAFA WAREHOUSE,JL. GUDANG SELATAN NO.88,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9035,32,JAWA BARAT,3273,KOTA BANDUNG,TOKO AKARASA,JL. ANGGREK NO.27,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9036,32,JAWA BARAT,3273,KOTA BANDUNG,HAMPTON COFFEE & EATERY,JL. ACEH NO.64,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9037,32,JAWA BARAT,3273,KOTA BANDUNG,VAPORID PEJUANG,JL. ACEH NO.66,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9038,32,JAWA BARAT,3273,KOTA BANDUNG,KALUARGI JAWA,JL. JAWA NO.36A,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9039,32,JAWA BARAT,3273,KOTA BANDUNG,KUNASI INDONESIA,JL. GANDAPURA NO.61,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9040,32,JAWA BARAT,3273,KOTA BANDUNG,EATBOSS MANGGALA,JL. ACEH NO.66,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9041,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAIFAVORITE,"NO., JL. L. L. R.E. MARTADINATA NO.162",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9042,32,JAWA BARAT,3273,KOTA BANDUNG,PIZZA HUT RESTAURANT,JL. GANDAPURA NO.126,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9043,32,JAWA BARAT,3273,KOTA BANDUNG,HAKATA IKKOUSHA,LLRE MARTADINATA ST NO.172,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9044,32,JAWA BARAT,3273,KOTA BANDUNG,AMITY COFFEE & SPACE,JL. GANDAPURA NO.55,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9045,32,JAWA BARAT,3273,KOTA BANDUNG,STEAMBOAT AYUTTHAYA,JL. GUDANG SELATAN NO.45,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9046,32,JAWA BARAT,3273,KOTA BANDUNG,RAMENS @GUDANG SELATAN,JL. GUDANG SELATAN NO.22,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9047,32,JAWA BARAT,3273,KOTA BANDUNG,RESTORAN SEDERHANA RIAU,LLRE MARTADINATA ST NO.128,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9016,32,JAWA BARAT,3273,KOTA BANDUNG,MAMAYU MIE BAKSO,"NO 60KB, JL. SUNDA",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9017,32,JAWA BARAT,3273,KOTA BANDUNG,PRIMA RASA BAKERY PASTRY,JL. KEMUNING NO.20,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9018,32,JAWA BARAT,3273,KOTA BANDUNG,FAT PHÓ • GANDAPURA,JL. GANDAPURA NO.75,2024,Kecamatan Bandung Wetan,Bandung Wetan,restaurant
9019,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM BAKAR WONGSOLO BANDUNG,LLRE MARTADINATA ST NO.152,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9020,32,JAWA BARAT,3273,KOTA BANDUNG,SONOMA CAFE|RESTO (SONOMA GOLD),JL. LOMBOK NO.29,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9021,32,JAWA BARAT,3273,KOTA BANDUNG,JUSTUS STEAK HOUSE JAWA,JL. JAWA NO.50,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9022,32,JAWA BARAT,3273,KOTA BANDUNG,STEAK HOTEL BY HOLYCOW! TKP BANDUNG,JL. ANGGREK NO.29,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9023,32,JAWA BARAT,3273,KOTA BANDUNG,FUEGO ROASTHOUSE & NORGE PARLOR,JL. BANDA NO.4,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9024,32,JAWA BARAT,3273,KOTA BANDUNG,TAMIKO BY TAMI YAKITORI,JL. ANGGREK NO.34,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9025,32,JAWA BARAT,3273,KOTA BANDUNG,NICHI IZAKAYA & DEN KAISEKI,JL. SUMBAWA NO.12,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9026,32,JAWA BARAT,3273,KOTA BANDUNG,ROOTS RESTO & LOUNGE,JL. GUDANG SELATAN NO.22,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9027,32,JAWA BARAT,3273,KOTA BANDUNG,SOUTH GARDEN,JL. GUDANG SELATAN NO.88,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9028,32,JAWA BARAT,3273,KOTA BANDUNG,SUNDAY BOWL CEREAL CLUB,JL. KEMUNING NO.8,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9029,32,JAWA BARAT,3273,KOTA BANDUNG,AYAKABE HOUSE OF WARAU,JL. GUDANG SELATAN,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9030,32,JAWA BARAT,3273,KOTA BANDUNG,VAN HENGEL CATERING,JL. BELITUNG NO.3,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9031,32,JAWA BARAT,3273,KOTA BANDUNG,SITE COFFEE BANDUNG,JL. KALIMANTAN NO.1,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9000,32,JAWA BARAT,3273,KOTA BANDUNG,DORI ID ASIA AFRIKA,JL. ASIA AFRIKA NO.129,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9001,32,JAWA BARAT,3273,KOTA BANDUNG,BEEF BULGOGI CHICKEN GALBI,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9002,32,JAWA BARAT,3273,KOTA BANDUNG,ROEMAH LEGIT,JL. EMBONG NO.15,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9003,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GEPREK REMPAH NARIPAN,JL. NARIPAN NO.34,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9004,32,JAWA BARAT,3273,KOTA BANDUNG,MEATSOLOGIST STEAK HALL,"THE HALLWAY SPACE, PS. KOSAMBI, JL. A. YANI LANTAI 2",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9005,32,JAWA BARAT,3273,KOTA BANDUNG,28 KOPI,JL. VETERAN NO.28,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9006,32,JAWA BARAT,3273,KOTA BANDUNG,PIZZA RIVERSIDE,JL. VETERAN NO.37,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9007,32,JAWA BARAT,3273,KOTA BANDUNG,SOP BUNTUT SAPI HJ. INE,"JL. A. YANI NO.29B, RT.001/RW.002",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9009,32,JAWA BARAT,3273,KOTA BANDUNG,SATE BANG ROHIM NARIPAN,JL. NARIPAN NO.57-61,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9010,32,JAWA BARAT,3273,KOTA BANDUNG,KITCHEN HUB,JL. SUNDA NO.69,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9011,32,JAWA BARAT,3273,KOTA BANDUNG,SOONYOTO,PS. KOSAMBI,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9012,32,JAWA BARAT,3273,KOTA BANDUNG,NATUNA SEAFOOD,JL. NATUNA NO.7,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9013,32,JAWA BARAT,3273,KOTA BANDUNG,ANEKA 38 SEAFOOD BANDUNG,JL. SUMATERA NO.18,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9014,32,JAWA BARAT,3273,KOTA BANDUNG,GLUTEN FREE COOKIES NOII'S KITCHEN,JL. EMBONG NO.16,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
9015,32,JAWA BARAT,3273,KOTA BANDUNG,BATAGOR KINGSLEY,JL. VETERAN NO.25,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8984,32,JAWA BARAT,3273,KOTA BANDUNG,ACUS DAPUR NUSANTARA,"RUKO ITC KOSAMBI, JL. BARANANG SIANG NO.12 BLOK G",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8985,32,JAWA BARAT,3273,KOTA BANDUNG,WARTEG IBU BROTO,"3JM9+2M3, ALUN ALUN BELAKANG JIWASRAYA",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8986,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI BU CUCU,"3JJ9+FQW, JL. BARANANG SIANG",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8987,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG KAMBING PUTRA BANYUMAS,"ITC KOSAMBI, DPAN, JL. BARANANG SIANG",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8988,32,JAWA BARAT,3273,KOTA BANDUNG,MIE BASO CEKER LESGAR,"PS. KOSAMBI, DEPAN, JL. BARANANG SIANG NO.1",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8989,32,JAWA BARAT,3273,KOTA BANDUNG,MIE BASO SAPI MANG EMAN,JL. BARANANG SIANG NO.4,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8992,32,JAWA BARAT,3273,KOTA BANDUNG,MIE BASO CAMPUR BUNGSU,JL. VETERAN NO.46,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8993,32,JAWA BARAT,3273,KOTA BANDUNG,BAKSO KUMKUM,JL. SURAREJA,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8995,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG BI EEM,JL. PANAITAN NO.22,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8996,32,JAWA BARAT,3273,KOTA BANDUNG,MIE BASO RASIMAN,JL. VETERAN NO.111,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8997,32,JAWA BARAT,3273,KOTA BANDUNG,MIE BASO OPUNG,JL. BARANANG SIANG NO.36,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8998,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG YONAN,"JL. BARANANG SIANG NO.GANG, RT.07/RW.10",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8999,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI IBU ENCUM,JL. BARANANG SIANG NO.34B,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8968,32,JAWA BARAT,3273,KOTA BANDUNG,PEMPEK 10 ULU PAK ANANG,JL. SUNDA NO.67,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8969,32,JAWA BARAT,3273,KOTA BANDUNG,IKAN LAUT BAKAR SUNDA RASA,JL. CIBUNUT NO.34,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8970,32,JAWA BARAT,3273,KOTA BANDUNG,ANGKRINGAN SCOOTER,JL. VETERAN NO.74,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8971,32,JAWA BARAT,3273,KOTA BANDUNG,SABANA KAPAU BARANANGSIANG,JL. BARANANG SIANG NO.5,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8972,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG PA WAWAN,JL. SUNDA,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8973,32,JAWA BARAT,3273,KOTA BANDUNG,MARTABAK BANDUNG 89,JL. SUNDA NO.86,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8974,32,JAWA BARAT,3273,KOTA BANDUNG,KANTIN IBU ERNA,JL. SUNDA NO.66,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8975,32,JAWA BARAT,3273,KOTA BANDUNG,WARNAS SUKASARI,JL. RAJAMANTRI WETAN DEPAN NO 17 BUAH BATU,2024,Kecamatan Lengkong,Lengkong,restaurant
8976,32,JAWA BARAT,3273,KOTA BANDUNG,GANETO RUMAH MAKAN,"JL. NARIPAN NO. 147 KEBON PISANG SUMURBANDUNG BANDUNG JAWA
  BARAT",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8978,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI MA ILOH,JL. BARANANG SIANG NO.22,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8979,32,JAWA BARAT,3273,KOTA BANDUNG,BATAGOR RIASARI,JL. VETERAN,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8980,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG NAHDIA PUTRI BERKAH,JL. BARANANG SIANG NO.104,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8981,32,JAWA BARAT,3273,KOTA BANDUNG,PECEL LELE SABAR,JL. BARANANG SIANG,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8982,32,JAWA BARAT,3273,KOTA BANDUNG,BU WAHYU AYAM PENYET,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8983,32,JAWA BARAT,3273,KOTA BANDUNG,"PEMPEK ""MURNI"" PALEMBANG","DEPAN, JL. BARANANG SIANG NO.4",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8952,32,JAWA BARAT,3273,KOTA BANDUNG,PINUKKA CATERING & RESTO,JL. NARIPAN NO.131,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8953,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG SATE HM HARRIS,JL. ASIA AFRIKA NO.155,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8954,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GALAK BARA8,JL. BARANANG SIANG NO.59,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8955,32,JAWA BARAT,3273,KOTA BANDUNG,SAYOGI MINASI,JL. BARANANG SIANG NO.65,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8956,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI IBU ODJOH,"3JM9+675, JL. SUNDA",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8957,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI NS,JL. BARANANG SIANG NO.61,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8958,32,JAWA BARAT,3273,KOTA BANDUNG,SOTO SULUNG,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8959,32,JAWA BARAT,3273,KOTA BANDUNG,QUEEN YUMMY,JL. BARANANG SIANG NO.61,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8960,32,JAWA BARAT,3273,KOTA BANDUNG,NASI KUNING BU APONG,JL. TAMAN CIBUNUT UTARA NO.1,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8961,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG MALAM,JL. BARANANG SIANG NO.73/34A,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8962,32,JAWA BARAT,3273,KOTA BANDUNG,VINCERO SOCIAL HOUSE,JL. PANAITAN NO.33,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8963,32,JAWA BARAT,3273,KOTA BANDUNG,RM IBU HAJI CIJANTUNG VAN DEVENTER,"3JJ8+X2X, JL. VAN DEVENTER",2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8964,32,JAWA BARAT,3273,KOTA BANDUNG,MASAKAN RUMAH DAPUR SAAD,JL. SAAD NO.9,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8965,32,JAWA BARAT,3273,KOTA BANDUNG,WARTEG JAYA BAHARI,JL. BARANANG SIANG NO.28,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8966,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI IBU TETI,JL. BARANANG SIANG NO.59,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
8967,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG BU MAY,PS. KOSAMBI,2024,Kecamatan Sumur Bandung,Sumur Bandung,restaurant
