id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama_rumah_makan,alamat,tahun
5241,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI BEBEK HIJAU,"TALAGA BODAS ST NO.26, MALABAR, LENGKONG, BANDUNG
  CITY, WEST JAVA 40262",2023
5242,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI DIMSUM 168,"PLAZA IBCC, JL. A. YANI NO.2 LANTAI DASAR AREA FOOD
  COURT, KACAPIRING, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40114",2023
5243,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI NYONYA RUMAH,"JL. NARIPAN NO.92C, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",2023
5244,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI TEMEN SEMEJA,"JL. CIBOLERANG NO.23, MARGASUKA, KEC. BABAKAN
  CIPARAY, KOTA BANDUNG, JAWA BARAT 40225",2023
5245,32,JAWA BARAT,3273,KOTA BANDUNG,KEHIDUPAN TIDAK PERNAH BERAKHIR,"JL. PAJAJARAN NO.63, PASIR KALIKI, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40171",2023
5246,32,JAWA BARAT,3273,KOTA BANDUNG,KENZU JAPANESE CHEESE DRINK CIWALK,"JL. CIHAMPELAS WALK, CIPAGANTI, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40131",2023
5247,32,JAWA BARAT,3273,KOTA BANDUNG,KEUKEN VAN ELSJE,"JL. BUTON NO.11, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",2023
5248,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"GG. PAAIP NO.142, CIBADUYUT, KEC. BOJONGLOA KIDUL,
  KOTA BANDUNG, JAWA BARAT 40238",2023
5249,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JALAN KOPO NO. 599 BLOK 8 LT. DASAR, CIRANGRANG,
  KEC. BABAKAN CIPARAY, KOTA BANDUNG, JAWA BARAT 40227",2023
5250,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JALAN SURYASUMANTRI 62RT.001/05, SUKAWARNA, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40164",2023
5251,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. CIHAMPELAS NO.160, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",2023
5252,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. IR. H. JUANDA NO.40-42, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",2023
5253,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. KEPATIHAN NO.19 A, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40251",2023
5254,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. L. L. R.E. MARTADINATA NO.72, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115",2023
5255,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. MERDEKA NO.25 - 29, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",2023
5256,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. NARIPAN, KB. PISANG, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT",2023
5257,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. PAJAJARAN NO.65, PASIR KALIKI, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40172",2023
5258,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. PASIR KALIKI NO.121-123, PAMOYANAN, KEC.
  CICENDO, KOTA BANDUNG, JAWA BARAT 40173",2023
5259,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. SOEKARNO HATTA NO.628, MANJAHLEGA, KEC.
  RANCASARI, KOTA BANDUNG, JAWA BARAT 40111",2023
5260,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. SUKAJADI NO.137 - 139, CIPEDES, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",2023
5261,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. SUKAWANGI NO.1, GEGERKALONG, SETIABUDI, KOTA
  BANDUNG, JAWA BARAT 40141",2023
5262,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. DR. SETIABUDI NO.169, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40153",2023
5263,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"THE KINGS SHOPPING CENTRE, 1ST FL, JL. DALEM KAUM
  NO.40, BALONGGEDE, KEC. REGOL, KOTA BANDUNG, JAWA BARAT 40251",2023
5264,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. OTTO ISKANDAR DINATA NO.81, BRAGA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40251",2023
5265,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"BTC FASHION MALL, JL. IR. DJUNJUNAN NO.143-149,
  PAJAJARAN, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40112",2023
5266,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. A.H. NASUTION NO.194, SUKAMULYA, KEC. CINAMBO,
  KOTA BANDUNG, JAWA BARAT 45474",2023
5267,32,JAWA BARAT,3273,KOTA BANDUNG,KFC,"JL. A. YANI NO.310, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",2023
5268,32,JAWA BARAT,3273,KOTA BANDUNG,KHAS ROTISELAI,"JL. RADEN PATAH NO.12, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",2023
5269,32,JAWA BARAT,3273,KOTA BANDUNG,KINTAN BUFFET,"JL. SUKAJADI NO.131 - 139, CIPEDES, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",2023
5270,32,JAWA BARAT,3273,KOTA BANDUNG,KIRAI DIMSUM BENGAWAN,"JL. BENGAWAN NO.7A, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",2023
5271,32,JAWA BARAT,3273,KOTA BANDUNG,KOREAN HOUSE BANDUNG,"JL. SUKAJADI NO.175, SUKABUNGAH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",2023
5272,32,JAWA BARAT,3273,KOTA BANDUNG,KUKUMAMA,"JL. L. L. R.E. MARTADINATA NO.221, CIHAPIT, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",2023
5273,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER NUSANTARA DJURAGAN SATE KALIMANTAM,"JL. ACEH NO.24B, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",2023
5274,32,JAWA BARAT,3273,KOTA BANDUNG,LA BASIL KOFFIE & RESTO,"JL. MANGGA NO.37, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40121",2023
5275,32,JAWA BARAT,3273,KOTA BANDUNG,LA COSTILLA (AFFORDABLE CASUAL DINING),"JL. PROF. DR. SUTAMI NO.98, PASTEUR, KEC. SUKASARI,
  KOTA BANDUNG, JAWA BARAT 40533",2023
5276,32,JAWA BARAT,3273,KOTA BANDUNG,LAMBUN OMBAK (AYAM BAKAR RENDANG UNI ZAL),"JL. KACAPIRING NO.16-2, KACAPIRING, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40271",2023
5277,32,JAWA BARAT,3273,KOTA BANDUNG,LAUT SUNDA RUMAH MAKAN,"JL. SUNDA NO.77, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",2023
5278,32,JAWA BARAT,3273,KOTA BANDUNG,LILIWETAN RESTO & CAFE,"JL. SUPRATMAN NO.37, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",2023
5279,32,JAWA BARAT,3273,KOTA BANDUNG,LINGGARJATI NOODLE RESTAURANT,"JL. BALONGGEDE NO.1, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40251",2023
5280,32,JAWA BARAT,3273,KOTA BANDUNG,LITTLE TOKYO SHABU SHABU PVJ,"PARIS VAN JAVA, PARIS VAN JAVA RESORT LEVEL C NO.
  19, JL. SUKAJADI NO.131-139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT
  40162",2023
5281,32,JAWA BARAT,3273,KOTA BANDUNG,LLAOLLAO,"PARIS VAN JAVA, JL. SUKAJADI NO.131-139, CIPEDES,
  SUKAJADI, BANDUNG CITY, WEST JAVA 40162",2023
5282,32,JAWA BARAT,3273,KOTA BANDUNG,LOTEK KELENTENG,"JL. MEKAR HARUM NO.28, MEKARWANGI, KEC. BOJONGLOA
  KIDUL, KOTA BANDUNG, JAWA BARAT 40237",2023
5283,32,JAWA BARAT,3273,KOTA BANDUNG,LUCIO LUCIANO PATISSERIE,"JL. SURYA KENCANA NO.12, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",2023
5284,32,JAWA BARAT,3273,KOTA BANDUNG,LUMBUNG PADI,"JL. RANGGA MALELA NO.8, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",2023
5285,32,JAWA BARAT,3273,KOTA BANDUNG,MA' UNEH,"JL. L. L. R.E. MARTADINATA NO.157, CIHAPIT, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",2023
5286,32,JAWA BARAT,3273,KOTA BANDUNG,MADALANGU BAKEHOUSE,"JL. DIPATI UKUR NO.21, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",2023
5287,32,JAWA BARAT,3273,KOTA BANDUNG,MADAME SARI RESTAURANT,"JL. IR. H. JUANDA NO.85, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",2023
5288,32,JAWA BARAT,3273,KOTA BANDUNG,MADTARI RANGGAGADING 2,"JL. RANGGAGADING NO.2, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",2023
5289,32,JAWA BARAT,3273,KOTA BANDUNG,MAGAL BANDUNG,"RESORT LEVEL, PARIS VAN JAVA, JL. SUKAJADI
  NO.137-139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",2023
5290,32,JAWA BARAT,3273,KOTA BANDUNG,MAI SUKI,"JL. L. L. R.E. MARTADINATA NO.18, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115",2023
5291,32,JAWA BARAT,3273,KOTA BANDUNG,MARUGAME UDON PASKAL,"23 PASKAL SHOPPING CENTER LANTAI 2 UNIT 14, JL.
  PASIR KALIKI NO.25-27, KB. JERUK, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40181",2023
5292,32,JAWA BARAT,3273,KOTA BANDUNG,MARUGAME UDON PVJ,"PARIS VAN JAVA, LANTAI GF, JL. SUKAJADI NO.131-139,
  CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",2023
5293,32,JAWA BARAT,3273,KOTA BANDUNG,MARUGAME UDON TSM,"JL. GATOT SUBROTO NO.289, CIBANGKONG, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",2023
5294,32,JAWA BARAT,3273,KOTA BANDUNG,"MARUGAME UDON, BUAH BATU","JL. BUAH BATU NO.157, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",2023
5295,32,JAWA BARAT,3273,KOTA BANDUNG,"MARUGAME UDON, RIAU BANDUNG","JALAN LAKSAMANA JL. L. L. R.E. MARTADINATA NO.112,
  CIHAPIT, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40113",2023
5296,32,JAWA BARAT,3273,KOTA BANDUNG,MAS YONO FRIED RICE,"JL. BUNGUR NO.41, GEGERKALONG, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40153",2023
5297,32,JAWA BARAT,3273,KOTA BANDUNG,MASA RESTAURANT & BAR,"JL. TRUNOJOYO NO.29, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",2023
5298,32,JAWA BARAT,3273,KOTA BANDUNG,MASAKAN RUMAH DAPUR SAAD,"JL. SAAD NO.9, KB. PISANG, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40112",2023
5299,32,JAWA BARAT,3273,KOTA BANDUNG,MASTATO RAMEN TERNATE,"JL. TERNATE NO.08, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",2023
5300,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JL. RAYA CIPADUNG NO.310, CIPADUNG WETAN, KEC.
  PANYILEUKAN, KOTA BANDUNG, JAWA BARAT 40614",2023
5301,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"KING'S PLAZA BANDUNG, JL. KEPATIHAN NO.11-17,
  BALONGGEDE, KEC. REGOL, KOTA BANDUNG, JAWA BARAT 40251",2023
5302,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JALAN SOEKARNO-HATTA NO.610, RT.01/RW.01, SEKEJATI,
  KEC. BUAHBATU, KOTA BANDUNG, JAWA BARAT 40286",2023
5303,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JL. BUAH BATU NO.161, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",2023
5304,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JL. IR. H. JUANDA NO.181, SIMPANG, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40135",2023
5305,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JL. MERDEKA NO.56, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40117",2023
5306,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JL. PURNAWARMAN NO.13-15, BABAKAN CIAMIS, KEC.
  SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",2023
5307,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JL. DR. SETIABUDI NO.86-87, HEGARMANAH, KEC.
  CIDADAP, KOTA BANDUNG, JAWA BARAT 40141",2023
5308,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"ISTANA PLAZA, JL. PASIR KALIKI NO.121 - 123, PASIR
  KALIKI, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40173",2023
5309,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JALAN MAGNA RAYA, RANCABOLANG, KEC. GEDEBAGE, KOTA
  BANDUNG, JAWA BARAT 40295",2023
5310,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JL. DIPONEGORO NO.24, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",2023
5311,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"JL. SURYA SUMANTRI NO.63, SUKAWARNA, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40164",2023
5312,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"KIARA ARTHA PARK, JL. KIARA CONDONG, KEBONWARU,
  KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40272",2023
5313,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S,"KOMP. KOPO MAS REGENCY, KOMPLEK RUKO, JL. KOPO MAS
  JL. RAYA KOPO NO.618, MARGASUKA, KEC. BABAKAN CIPARAY, KOTA BANDUNG, JAWA
  BARAT 40225",2023
5314,32,JAWA BARAT,3273,KOTA BANDUNG,MERGOSARI RESTAURANT,"JL. PELAJAR PEJUANG 45 NO.98, TURANGGA, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40264",2023
5315,32,JAWA BARAT,3273,KOTA BANDUNG,MIDORI JAPANESE RESTAURANT BANDUNG,"JL. SULTAN TIRTAYASA NO.31, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",2023
5316,32,JAWA BARAT,3273,KOTA BANDUNG,MIE & NASI GORENG 'TANPA NAMA',"JL. TRUNOJOYO NO.6A, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",2023
5317,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GACOAN,"ANGKRINGAN KANG AL, JL. BUAH BATU NO.144, TURANGGA,
  KEC. LENGKONG, KOTA BANDUNG, JAWA BARAT 40265",2023
5318,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GACOAN,"JL. AH NASUTION. 413, CILENGKRANG 2, UJUNGBERUNG,
  PALASARI, KEC. CIBIRU, KOTA BANDUNG, JAWA BARAT 40615",2023
5319,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GACOAN,"JL. DAGO NO.151A, LB. SILIWANGI, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",2023
5320,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GACOAN,"JL. DIPATI UKUR NO.3, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",2023
5321,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GACOAN,"JL. GATOT SUBROTO NO.149, SAMOJA, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40273",2023
5322,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GACOAN,"JL. PASIR KALIKI NO.181, PAMOYANAN, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40173",2023
5323,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GACOAN,"JL. SURYA SUMANTRI NO.94, SUKAGALIH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40164",2023
5324,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GACOAN,"JL. DR. SETIABUDI NO.191B, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40154",2023
5325,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GORENG NASI GORENG ANGLO BU SANI LANDOENG,"JL. MANGGA NO.26, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",2023
5326,32,JAWA BARAT,3273,KOTA BANDUNG,MIE GORENG PAK KARMINO,"JL. GATOT SUBROTO NO.234, BINONG, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40275",2023
5327,32,JAWA BARAT,3273,KOTA BANDUNG,MIE RICA KEJAKSAAN,"JL. KEJAKSAAN NO.7, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",2023
5328,32,JAWA BARAT,3273,KOTA BANDUNG,MIE TEK TEK DJAWA,"JL. A. YANI NO.296, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",2023
5329,32,JAWA BARAT,3273,KOTA BANDUNG,MISS BEE PROVIDORE,"JL. RANCABENTANG NO.11A, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40142",2023
5330,32,JAWA BARAT,3273,KOTA BANDUNG,MOMO CAFE,"JL. IR. H. JUANDA NO.33, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",2023
5331,32,JAWA BARAT,3273,KOTA BANDUNG,MOMO RESTAURANT,"JL. CIHAMPELAS NO.179, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",2023
5332,32,JAWA BARAT,3273,KOTA BANDUNG,MORNING GLORY AT ROOFTOP MITRA HOTEL BANDUNG,"JL. SUPRATMAN NO.98, CIHAUR GEULIS, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40114",2023
5333,32,JAWA BARAT,3273,KOTA BANDUNG,MOSAIC RESTAURANT,"3JM6+3QP, JL. LEMBONG, BRAGA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40111",2023
5334,32,JAWA BARAT,3273,KOTA BANDUNG,"MUCHO COFFEE, CAFE & RESTO","JL. ANGGREK NO.42, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",2023
5335,32,JAWA BARAT,3273,KOTA BANDUNG,MUJIGAE CIWALK,"CIPAGANTI, KECAMATAN COBLONG, KOTA BANDUNG, JAWA
  BARAT 40131",2023
5336,32,JAWA BARAT,3273,KOTA BANDUNG,MUJIGAE FESTIVAL CITYLINK,"JL. PETA NO.241, SUKA ASIH, KEC. BOJONGLOA KALER,
  KOTA BANDUNG, JAWA BARAT 40232",2023
5337,32,JAWA BARAT,3273,KOTA BANDUNG,NAIMA BANDUNG,"JL. RANCABOLANG NO.52, SEKEJATI, KEC. BUAHBATU,
  KOTA BANDUNG, JAWA BARAT 40286",2023
5338,32,JAWA BARAT,3273,KOTA BANDUNG,NAIMA RESTO,"JL. RANCABOLANG NO.142, MANJAHLEGA, KEC. RANCASARI,
  KOTA BANDUNG, JAWA BARAT 40286",2023
5339,32,JAWA BARAT,3273,KOTA BANDUNG,NANNY'S PAVILLON,"JALAN LAKS LLRE MARTADINATA ST NO.125, CIHAPIT,
  BANDUNG WETAN, BANDUNG CITY, WEST JAVA 40114",2023
5340,32,JAWA BARAT,3273,KOTA BANDUNG,NARA PARK BANDUNG,"JL. RANCABENTANG NO.28, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40142",2023
5341,32,JAWA BARAT,3273,KOTA BANDUNG,NASI AYAM PENYET MBA IYEM,"JL. VAN DEVENTER NO.9, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",2023
5342,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BANCAKAN,"JL. DIPONEGORO NO.25, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",2023
5343,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK BUMBU HITAM KHAS MADURA,"3JP2+XJV, JL. KEBON KAWUNG, PASIR KALIKI, KEC.
  CICENDO, KOTA BANDUNG, JAWA BARAT 40171",2023
5344,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK BUMBU HITAM KHAS MADURA,"JL. GEDEBAGE SELATAN NO.41, BODOGOL, DERWATI, KEC.
  RANCASARI, KOTA BANDUNG, JAWA BARAT 40292",2023
5345,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK BUMBU HITAM KHAS MADURA ACONG,"4J4M+VQC, JL. BATIK KUMELI, SUKALUYU, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40123",2023
5346,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK BUMBU HITAM MERCON,"JL. MOCH. TOHA NO.77, CIGERELENG, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40253",2023
5347,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK CAK DUDUNG,"JL. CIKUTRA BARAT NO.56, CIGADUNG, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40123",2023
5348,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK CAK HASAN KHAS MADURA,"3JCX+427, JL. PSM DALAM, KEBUN JAYANTI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40281",2023
5349,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK GORENG KHAS MADURA,"JL. TERUSAN PASIRKOJA NO.DEPAN, HADIID, BABAKAN
  TAROGONG BOJONGLOA KALER, KOTA BANDUNG, JAWA BARAT 40232",2023
5350,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK KHAS MADURA,"JL. BUAH BATU NO.227, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",2023
5351,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK KHAS MADURA BU FITA,"JL. DUNGUSCARIANG NO.47, DUNGUS CARIANG, KEC.
  ANDIR, KOTA BANDUNG, JAWA BARAT 40183",2023
5352,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK KHAS MADURA SELERA PEDES,"2JVQ+J5H, BATUNUNGGAL, BANDUNG KIDUL, BANDUNG CITY,
  WEST JAVA 40266",2023
5353,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK MADURA & AYAM GORENG CAK BRIYAN,"JL. BURANGRANG NO.16-12, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",2023
5354,32,JAWA BARAT,3273,KOTA BANDUNG,"NASI BEBEK MADURA BUMBU HITAM ""OM ADIL""","JL. TAMANSARI NO.1, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40116",2023
5355,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK SERASA (BUMBU HITAM),"WARUNG WARNA HITAM, JL. TONGKENG NO.71, MERDEKA,
  SUMURBANDUNG, BANDUNG CITY, WEST JAVA 40113",2023
5356,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BEBEK SONGKEM AYAM GORENG,"BELAKANG NYA GEDUNG KE UANGAN NEGARA, PEREMPATAN
  LAMPU MERAH BANDUNG DEPANNYA HOTEL, KEC. LENGKONG",2023
5357,32,JAWA BARAT,3273,KOTA BANDUNG,"NASI BEBEK SONGKEM MADJID ISTIQOMAH JL TAMAN
  CITARUM","JL. TAMAN CITARUM NO.1, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",2023
5358,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG,"JL. RANCABOLANG NO.184, SEKEJATI, KEC. BUAHBATU,
  KOTA BANDUNG, JAWA BARAT 40286",2023
5359,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG & AYAM GORENG ANEKA RACUN,"JL. CIKUTRA BARAT NO.KEL NO. 98, SADANG SERANG,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40133",2023
5360,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG & MIE TEK TEK AWET MUDA,"JL. JAPATI NO.2A, SADANG SERANG, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40133",2023
5361,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG & TELOR KECAP MADONA,"JL. JAWA NO.23, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",2023
5362,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG 389,"JL. IBRAHIM ADJIE NO.389, BINONG, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40275",2023
5363,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG 73,"JL. BABAKAN CIAMIS KELURAHAN NO.73, BABAKAN CIAMIS,
  KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",2023
